GHS_NUM;GHS_CMD;GHM_NUM;GHS_SEU_BAS;GHS_SEU_HAU;GHS_PRI;EXH_PRI;EXB_FOR;EXB_PRI;MED_SUS_TAU;DMI_SUS_TAU;MED_CMD_TAU;DMI_CMD_TAU;TAR_IND;TAR_COE
7584;;21M101;;;695.06;;;;;;;;;
7585;;21M102;3;18;3099.79;203.10;2404.73;;;;;;;
7586;;21M103;5;25;4521.49;221.64;1421.70;;;;;;;
7587;;21M104;8;48;9619.27;375.62;5097.77;;;;;;;
7588;;21M111;;;684.54;;;;;;;;;
7589;;21M112;3;20;3015.25;152.80;2330.70;;;;;;;
7590;;21M113;5;28;4237.69;278.18;1222.44;;;;;;;
7591;;21M114;7;41;9015.46;404.61;4777.77;;;;;;;
7592;;21M121;;;625.47;;;;;;;;;
7593;;21M122;3;17;2907.66;98.24;2282.18;;;;;;;
7594;;21M123;5;29;4086.48;259.42;1178.83;;;;;;;
7595;;21M124;;;8693.77;;;;;;;;;
7596;;21M131;;5;1100.91;152.30;;;;;;;;
7597;;21M132;5;28;5117.86;122.05;4016.95;;;;;;;
7598;;21M133;8;45;7192.75;293.53;2074.88;;;;;;;
7599;;21M134;;;12551.27;;;;;;;;;
7600;;21M141;;;869.10;;;;;;;;;
7601;;21M142;3;20;4040.22;148.91;3171.12;;;;;;;
7602;;21M143;6;31;5678.21;333.87;1637.98;;;;;;;
7603;;21M144;8;47;12080.09;472.70;6401.88;;;;;;;
7604;;21M151;2;7;1749.77;285.95;1046.00;;;;;;;
7605;;21M152;6;31;8612.53;513.72;6862.77;;;;;;;
7606;;21M153;8;44;16814.89;677.07;8202.36;;;;;;;
7607;;21M154;12;72;35772.84;921.10;18957.95;;;;;;;
7608;;21M15T;;;703.77;;;;;;;;;
7609;;21M161;2;10;1968.36;163.88;1303.73;;;;;;;
7610;;21M162;4;22;3934.87;173.34;1966.50;;;;;;;
7611;;21M163;6;33;5841.56;329.62;1906.69;;;;;;;
7612;;21M164;8;48;10923.35;421.28;5081.79;;;;;;;
7613;;21M16T;;;664.63;;;;;;;;;
7802;;22C021;5;29;9941.18;388.36;;1988.24;;;;;;
7803;;22C022;12;70;26984.49;276.30;17043.31;;;;;;;
7804;;22C023;13;80;29747.44;412.63;2762.95;;;;;;;
7805;;22C024;22;132;51203.97;722.70;21456.53;;;;;;;
7806;;22C031;3;13;4599.57;338.50;;1533.19;;;;;;
7807;;22C032;10;60;20508.92;633.64;15909.35;;;;;;;
7808;;22C033;;;22608.90;;;;;;;;;
7809;;22C034;;;38248.99;;;;;;;;;
7852;;22K02J;;;869.36;;;;;;;;;
7853;;22M021;2;7;2040.57;234.74;;1020.28;;;;;;
7854;;22M022;5;29;7204.80;238.26;5164.24;;;;;;;
7855;;22M023;7;43;10540.41;250.33;3335.61;;;;;;;
7856;;22M024;11;64;15797.43;459.57;5257.02;;;;;;;
7857;;22Z021;5;27;16379.16;599.38;;3275.83;;;;;;
7858;;22Z022;11;62;37668.53;594.62;21289.37;;;;;;;
7859;;22Z023;18;106;63832.00;597.25;26163.48;;;;;;;
7860;;22Z024;25;154;92499.95;1123.48;28667.94;;;;;;;
7861;;22Z03Z;;;828.11;;;;;;;;;
7901;;23C021;2;6;2462.44;214.71;1516.49;;;;;;;
7902;;23C022;5;29;7956.02;191.57;5493.58;;;;;;;
7903;;23C023;9;53;12553.66;239.57;4597.64;;;;;;;
7904;;23C024;16;95;22615.41;443.82;10061.75;;;;;;;
7905;;23C02J;;;945.95;;;;;;;;;
7959;;23K02Z;;;553.96;;;;;;;;;
7960;;23K03J;;;735.40;;;;;;;;;
7961;;23M02T;;;371.90;;;;;;;;;
7962;;23M02Z;3;16;2763.94;319.43;;921.31;;;;;;
7963;;23M061;2;8;1597.60;127.82;1163.46;;;;;;;
7964;;23M062;4;20;3131.39;130.64;1533.78;;;;;;;
7965;;23M063;6;34;4960.36;191.63;1828.98;;;;;;;
7966;;23M064;9;51;8218.10;298.00;3257.73;;;;;;;
7967;;23M06T;;;434.14;;;;;;;;;
7968;;23M07J;;;414.32;;;;;;;;;
7969;;23M08J;;;454.80;;;;;;;;;
7970;;23M091;;5;1046.69;172.38;;;;;;;;
7971;;23M092;3;13;2425.71;219.88;1379.03;;;;;;;
7972;;23M093;4;20;5047.19;147.73;2621.48;;;;;;;
7973;;23M094;6;35;7263.17;378.87;2215.97;;;;;;;
7974;;23M101;2;8;1480.80;132.37;1063.31;;;;;;;
7975;;23M102;4;19;2936.83;146.52;1456.03;;;;;;;
7976;;23M103;5;27;4108.96;200.45;1172.13;;;;;;;
7977;;23M104;6;36;5913.00;304.89;1804.04;;;;;;;
7978;;23M10T;;;417.48;;;;;;;;;
7979;;23M111;;;744.04;;;;;;;;;
7980;;23M112;3;44;3202.67;301.10;2458.63;;;;;;;
7981;;23M113;9;48;5099.20;183.98;1896.53;;;;;;;
7982;;23M114;10;61;7338.00;224.94;2238.81;;;;;;;
7983;;23M13Z;;;451.86;;;;;;;;;
7984;;23M14Z;;;515.50;;;;;;;;;
7985;;23M15Z;;;534.21;;;;;;;;;
7986;;23M16Z;4;19;2964.20;290.89;;741.05;;;;;;
7987;;23M18Z;;;553.93;;;;;;;;;
7988;;23M19Z;;;410.70;;;;;;;;;
7989;;23M20T;;;565.83;;;;;;;;;
7990;;23M20Z;3;17;2654.41;289.85;;884.80;;;;;;
7991;;23Z02T;;;558.03;;;;;;;;;
7992;;23Z02Z;4;12;4275.33;279.19;;1068.83;;;;;;
7993;;23Z02Z;4;12;5557.93;362.95;;1389.48;;;;;;
7994;;23Z02Z;4;12;6412.99;418.79;;1603.25;;;;;;
8701;;25C021;2;7;1910.69;241.96;;955.34;;;;;;
8702;;25C022;7;46;11431.56;239.79;9520.87;;;;;;;
8703;;25C023;14;85;20783.43;245.57;9351.87;;;;;;;
8704;;25C024;21;126;30852.00;456.42;10068.57;;;;;;;
8755;;25M02A;2;10;2287.33;170.64;1778.22;;;;;;;
8756;;25M02B;6;31;5870.70;202.87;3583.37;;;;;;;
8757;;25M02C;9;54;10536.70;359.81;4665.99;;;;;;;
8758;;25M02T;;;509.11;;;;;;;;;
8759;;25Z02E;;61;11425.77;346.23;;;;;;;;
8760;;25Z031;;3;1447.56;731.19;;;;;;;;
8761;;25Z032;;;10574.15;;;;;;;;;
8762;;25Z033;;;17158.54;;;;;;;;;
8763;;25Z034;;;45171.13;;;;;;;;;
8802;;26C021;6;33;9281.93;167.10;;1546.99;;;;;;
8803;;26C022;9;54;14539.87;125.09;5257.95;;;;;;;
8804;;26C023;13;79;17667.12;145.27;3127.25;;;;;;;
8805;;26C024;18;111;22315.80;376.93;4648.67;;;;;;;
8852;;26M021;3;82;2708.31;370.50;;902.77;;;;;;
8853;;26M022;6;87;6734.05;341.94;4025.74;;;;;;;
8854;;26M023;9;89;8659.18;299.06;1925.14;;;;;;;
8855;;26M024;15;93;9801.41;197.35;1142.23;;;;;;;
8906;;27C021;8;45;19327.75;312.95;;2415.97;;;;;;
8907;;27C022;12;69;33174.73;120.95;13846.98;;;;;;;
8908;;27C023;17;102;37166.02;361.02;3991.29;;;;;;;
8909;;27C024;23;140;50884.82;676.77;13718.81;;;;;;;
8910;;27C031;;;11450.65;;;;;;;;;
8911;;27C032;9;50;16946.96;348.91;5496.31;;;;;;;
8912;;27C033;10;61;20784.99;630.43;3838.03;;;;;;;
8913;;27C034;;;28194.13;;;;;;;;;
8914;;27C041;;;18898.78;;;;;;;;;
8930;;27C041;;;22678.53;;;;;;;;;
8915;;27C042;3;90;34799.66;385.64;15900.88;;;;;;;
8931;;27C042;3;90;41759.59;462.76;19081.06;;;;;;;
8916;;27C043;18;112;43366.65;384.01;8566.99;;;;;;;
8932;;27C043;18;112;52039.98;460.81;10280.39;;;;;;;
8917;;27C044;27;163;62951.06;723.83;19584.40;;;;;;;
8933;;27C044;27;163;75541.27;868.60;23501.29;;;;;;;
8918;;27C051;9;55;19039.40;332.56;;2115.49;;;;;;
8934;;27C051;9;55;38390.47;332.56;;4265.61;;;;;;
8919;;27C052;13;75;25013.54;339.64;5974.14;;;;;;;
8935;;27C052;13;75;44364.61;339.64;5974.14;;;;;;;
8920;;27C053;20;120;40356.93;339.84;15343.39;;;;;;;
8936;;27C053;20;120;59708.00;339.84;15343.39;;;;;;;
8921;;27C054;28;173;56958.60;639.18;16601.67;;;;;;;
8937;;27C054;28;173;76309.66;639.18;16601.67;;;;;;;
8922;;27C061;6;35;12566.85;190.15;;2094.48;;;;;;
8923;;27C062;8;44;14278.18;336.36;1711.33;;;;;;;
8924;;27C063;10;59;21146.52;249.56;6868.34;;;;;;;
8925;;27C064;13;80;26387.27;615.07;5240.74;;;;;;;
8926;;27C071;;;25759.83;;;;;;;;;
8927;;27C072;;;44214.94;;;;;;;;;
8928;;27C073;;;59874.55;;;;;;;;;
8929;;27C074;;;74713.26;;;;;;;;;
8970;;27Z021;12;72;21085.18;525.11;;1757.10;;;;;;
8971;;27Z022;15;88;29486.99;621.66;8401.81;;;;;;;
8972;;27Z023;19;118;60331.84;453.69;30844.85;;;;;;;
8973;;27Z024;26;158;78479.50;929.86;18147.66;;;;;;;
8974;;27Z03Z;2;11;6042.12;855.11;;3021.06;;;;;;
8975;;27Z03Z;9;55;20670.13;695.44;17810.04;;;;;;;
8976;;27Z04J;;;1158.46;;;;;;;;;
9602;;28Z01Z;;;423.19;;;;;;;;;
9603;;28Z02Z;;;396.55;;;;;;;;;
9604;;28Z03Z;;;673.79;;;;;;;;;
9605;;28Z04Z;;;349.12;;;;;;;;;
9617;;28Z04Z;;;391.34;;;;;;;;;
9618;;28Z04Z;;;251.09;;;;;;;;;
9606;;28Z07Z;;;385.77;;;;;;;;;
9607;;28Z08Z;;;841.54;;;;;;;;;
9608;;28Z09Z;;;304.23;;;;;;;;;
9609;;28Z10Z;;;995.44;;;;;;;;;
9610;;28Z11Z;;;512.97;;;;;;;;;
9619;;28Z11Z;;;1007.34;;;;;;;;;
9620;;28Z11Z;;;774.04;;;;;;;;;
9621;;28Z11Z;;;1925.48;;;;;;;;;
9611;;28Z12Z;;;160.18;;;;;;;;;
9612;;28Z13Z;;;130.96;;;;;;;;;
9613;;28Z14Z;;;697.10;;;;;;;;;
9614;;28Z15Z;;;111.49;;;;;;;;;
9615;;28Z16Z;;;1271.83;;;;;;;;;
9616;;28Z17Z;;;290.04;;;;;;;;;
