PHA_PRS_IDE;PHA_ATC_CLA;GRP_GRP_COD;TEC_COL
3446506;D05;;0
3446535;D05;;0
3446564;D05;;0
3446630;C03;;0
3446682;G03;;0
3288295;V08;;0
3288355;C05;;0
3288384;A06;;0
3288450;A02;;0
3288562;M02;;0
3288622;A06;;0
3288697;M02;;0
3288823;M03;;0
3288970;R05;;0
3288993;R05;;0
3289024;J04;;0
3289047;J04;;0
3289159;J01;Ant;0
3289219;J06;;0
3289283;A13;;0
3289366;INC;;0
3289515;N02;;0
3289521;N02;;0
3289538;N02;;0
3289596;A06;;0
3289610;N03;;0
3289627;N03;;0
3240070;C01;;0
3240087;C01;;0
3240294;M01;;0
3240302;N05;Psy;0
3240437;C01;;0
3240443;C01;;0
3240466;C01;;0
3240489;M01;;0
3240526;D02;;0
3240762;N04;;0
3240905;C01;;0
3241081;C01;;0
3241106;C01;;0
3241193;R03;;0
3241224;H02;;0
3241230;H02;;0
3241247;H02;;0
3241460;M04;;0
3241477;M04;;0
3241603;A07;;0
3241655;A07;;0
3241767;N05;;0
3241773;N05;;0
3241810;N05;;0
3241862;R05;;0
3242028;S01;;0
3242175;N02;;0
3242212;M01;;0
3242287;J01;Ant;0
3242554;J01;Ant;0
3242560;J01;Ant;0
3242577;J01;Ant;0
3242637;C05;;0
3242643;C04;;0
3242873;G03;;0
3242991;N05;Psy;0
3243016;N05;Psy;0
3243045;INC;;0
3243074;N04;;0
3243281;S01;;0
3243306;R05;;0
3130861;G03;;0
3130967;INC;;0
3131079;INC;;0
3131228;R03;;0
3131234;R03;;0
3131369;J01;Ant;0
3131375;J01;Ant;0
3131412;G03;;0
3131429;A10;;0
3131636;W99;;0
3131694;J01;Ant;0
3131866;INC;;0
3131903;B05;;0
3131949;J01;Ant;0
3131955;J01;Ant;0
3132015;D07;;0
3382083;INC;;0
3351958;S01;;0
3351964;S01;;0
3352018;C09;;0
3352024;C09;;0
3352113;S01;;0
3352283;A10;;0
3352308;A10;;0
3352320;A10;;0
3352337;A10;;0
3352343;A10;;0
3352366;A10;;0
3352478;A12;;0
3352484;G04;;0
3352521;N06;;0
3352538;N06;;0
3352567;N06;;0
3352716;C10;;0
3352892;INC;;0
3352917;INC;;0
3352975;C05;;0
3352981;B01;;0
3353012;B01;;0
3353118;C09;;0
3353130;C09;;0
3353153;N02;;0
3353420;A03;;0
3353503;S01;;0
3353526;S01;;0
3353532;S01;;0
3353549;S01;;0
3353638;R03;;0
3353644;M01;;0
3353650;M01;;0
3353822;A04;;0
3353845;A04;;0
3353874;A04;;0
3353897;A04;;0
3353928;A04;;0
3353934;A04;;0
3354129;A10;;0
3354135;A10;;0
3354224;A01;;0
3354632;S01;;0
3354649;S01;;0
3354678;C04;;0
3354709;J02;;0
3354715;J02;;0
3354810;C01;;0
3354827;C01;;0
3354833;C01;;0
3354856;C01;;0
3355175;A12;;0
3355181;R01;;0
3355206;J01;Ant;0
3355235;B01;;0
3355241;B01;;0
3355264;D08;;0
3355287;M04;;0
3355293;M01;;0
3355301;M01;;0
3355318;C07;;0
3355324;C07;;0
3355330;C07;;0
3355695;A10;;0
3355703;A10;;0
3355726;A10;;0
3355732;A10;;0
3355749;A10;;0
3355755;A10;;0
3355873;R01;;0
3355904;M02;;0
3355933;G02;;0
3355979;C08;;0
3356039;C08;;0
3368976;N02;;0
3369214;R06;;0
3369438;N06;;0
3369444;N06;;0
3369450;N06;;0
3267040;D01;;0
3267092;D10;;0
3267100;D10;;0
3267407;J01;Ant;0
3267442;J01;Ant;0
3267465;J01;Ant;0
3267471;J01;Ant;0
3267488;J01;Ant;0
3267502;J01;Ant;0
3267525;J01;Ant;0
3267548;J01;Ant;0
3267666;M01;;0
3267672;M01;;0
3267732;H05;;0
3267749;M01;;0
3267867;D10;;0
3267896;D10;;0
3340328;J01;Ant;0
3340357;J01;Ant;0
3340386;J01;Ant;0
3340392;J01;Ant;0
3340481;J01;Ant;0
3340498;J01;Ant;0
3340506;J01;Ant;0
3340535;J01;Ant;0
3340601;INC;;0
3340624;N02;;0
3340759;D07;;0
3340802;L01;;0
3340825;L01;;0
3340848;R01;;0
3340995;J01;Ant;0
3341084;J01;Ant;0
3341121;J05;;0
3341138;J05;;0
3341227;N04;;0
3341233;N04;;0
3341256;INC;;0
3341322;D01;;0
3341397;N02;;0
3341575;G02;;0
3356045;R06;;0
3356051;R06;;0
3356200;R05;;0
3356217;D08;;0
3356246;A02;;0
3356269;A02;;0
3356306;A02;;0
3356329;INC;;0
3356335;S01;;0
3356341;S01;;0
3356358;S01;;0
3356387;C04;;0
3356393;J01;Ant;0
3356401;J01;Ant;0
3356418;J01;Ant;0
3356424;J01;Ant;0
3356430;B01;;0
3356559;A02;;0
3356571;M09;;0
3356619;R01;;0
3356654;N04;;0
3356677;A07;;0
3356849;M04;;0
3356855;M04;;0
3356861;M04;;0
3356938;N04;;0
3356950;R01;;0
3356973;C07;;0
3356996;C07;;0
3357004;C04;;0
3357197;A02;;0
3357205;A02;;0
3357211;C08;;0
3357228;C08;;0
3357234;H02;;0
3357369;C05;;0
3383898;S01;;0
3383929;A02;;0
3383935;A02;;0
3383987;A02;;0
3383993;A02;;0
3384030;V08;;0
3384047;V08;;0
3384159;S01;;0
3384219;J01;Ant;0
3384449;J05;;0
3384538;C03;;0
3384550;C01;;0
3384573;N07;;0
3384811;J01;Ant;0
3384834;C02;;0
3384975;D08;;0
3384981;V08;;0
3146483;W99;;0
3146514;W99;;0
3146520;W99;;0
3146537;W99;;0
3146572;W99;;0
3146589;W99;;0
3146595;W99;;0
3146632;W99;;0
3146649;W99;;0
3146655;W99;;0
3146684;W99;;0
3146690;W99;;0
3146709;W99;;0
3146744;W99;;0
3146767;W99;;0
3146773;W99;;0
3146796;W99;;0
3146804;W99;;0
3146810;W99;;0
3369651;S01;;0
3369668;INC;;0
3369674;INC;;0
3369906;L01;;0
3370737;N06;;0
3370890;S01;;0
3371145;A06;;0
3371151;J01;Ant;0
3371168;J01;Ant;0
3371240;M01;;0
3371257;M01;;0
3371369;R03;;0
3371375;R03;;0
3371429;A02;;0
3371501;N02;;0
3371524;R05;;0
3371530;R05;;0
3371576;A04;;0
3371665;INC;;0
3371688;INC;;0
3371725;A12;;0
3371731;A03;;0
3371926;B01;;0
3371932;B01;;0
3371955;M01;;0
3372044;J01;Ant;0
3372067;J01;Ant;0
3372156;A02;;0
3372179;A02;;0
3372245;J01;Ant;0
3372251;N05;Psy;0
3372268;M04;;0
3372446;N02;;0
3372529;J07;;0
3372558;J01;Ant;0
3372564;J01;Ant;0
3372570;C04;;0
3372699;C05;;0
3372713;R03;;0
3372736;N05;;0
3372848;A01;;0
3372854;C07;;0
3372860;C07;;0
3424746;B05;;0
3424752;B05;;0
3424769;B05;;0
3424775;B05;;0
3424841;A02;;0
3424901;A02;;0
3424947;A02;;0
3424982;A02;;0
3425007;A09;;0
3425071;B05;;0
3425088;B05;;0
3425094;INC;;0
3425102;INC;;0
3425119;INC;;0
3425125;INC;;0
3425131;B05;;0
3425148;INC;;0
3425154;A13;;0
3425160;D06;;0
3425289;S01;;0
3425409;INC;;0
3425438;G04;;0
3425467;C09;;0
3425504;C01;;0
3425533;C08;;0
3425585;C08;;0
3425674;C08;;0
3425711;C08;;0
3425823;C08;;0
3425875;C08;;0
3425935;C08;;0
3425970;C08;;0
3426194;C08;;0
3426231;C08;;0
3426337;C08;;0
3426343;C08;;0
3426366;C08;;0
3426372;C08;;0
3426395;C07;;0
3426455;N03;;0
3426515;C09;;0
3426538;C09;;0
3427213;P01;;0
3427242;P01;;0
3427265;P01;;0
3427503;INC;;0
3429117;A12;;0
3429123;N02;;0
3429146;N02;;0
3429212;M01;;0
3429229;R01;;0
3397311;B01;;0
3397363;INC;;0
3395246;L02;;0
3395298;A12;;0
3395306;H05;;0
3395312;H05;;0
3395364;J01;Ant;0
3395370;J01;Ant;0
3395393;A10;;0
3395418;A10;;0
3395654;C01;;0
3395772;C10;Sta;0
3395789;C10;Sta;0
3395795;C10;Sta;0
3395803;C10;Sta;0
3395832;R06;;0
3395938;R06;;0
3396004;R05;;0
3396085;M01;;0
3396091;R05;;0
3396116;R05;;0
3396286;S01;;0
3396323;G03;;0
3396346;G04;;0
3396352;G04;;0
3396381;L02;;0
3396458;S01;;0
3396524;J01;Ant;0
3439268;M03;;0
3439297;A02;;0
3439400;N02;;0
3439423;N02;;0
3439446;A04;;0
3439452;A04;;0
3439481;A04;;0
3439498;A04;;0
3439765;R03;;0
3308299;C04;;0
3308394;L01;;0
3343309;B01;;0
3343321;B01;;0
3343516;B01;;0
3343522;B01;;0
3343574;N05;;0
3343858;N05;;0
3344042;C05;;0
3344125;A12;;0
3344349;S01;;0
3344355;G03;;0
3344378;D06;;0
3344450;INC;;0
3344510;N05;Psy;0
3344958;G04;;0
3344964;J01;Ant;0
3344970;J01;Ant;0
3344987;M01;;0
3344993;M01;;0
3345024;C01;;0
3345082;M01;;0
3345107;A03;;0
3345113;A03;;0
3345136;A03;;0
3345142;A03;;0
3345159;A03;;0
3345165;A03;;0
3345202;A13;;0
3345739;R03;;0
3345768;R03;;0
3345780;R03;;0
3345900;R03;;0
3345946;R03;;0
3345969;R03;;0
3345975;J01;Ant;0
3346093;J01;Ant;0
3346118;J01;Ant;0
3346383;L01;;0
3346408;L01;;0
3346466;N06;;0
3346609;C01;;0
3347017;S01;;0
3347141;S01;;0
3347164;S01;;0
3347193;J07;;0
3347201;J07;;0
3359463;J01;Ant;0
3524821;J01;Ant;0
3524838;J01;Ant;0
3524844;N02;;0
3524867;J05;;0
3524873;M03;;0
3524896;A12;;0
3525097;A03;;0
3525163;N04;;0
3525186;J01;Ant;0
3525192;J01;Ant;0
3525200;J01;Ant;0
3525217;J01;Ant;0
3525223;J01;Ant;0
3525246;J01;Ant;0
3525269;C04;;0
3525281;C04;;0
3525298;C04;;0
3525306;A10;;0
3525312;A10;;0
3525329;A10;;0
3525335;A10;;0
3268832;R05;;0
3268849;R05;;0
3268855;R05;;0
3268861;J07;;0
3269122;R03;;0
3269151;R03;;0
3269168;S01;;0
3269381;C01;;0
3269406;C01;;0
3269429;C01;;0
3269547;J01;Ant;0
3269576;J01;Ant;0
3269582;J01;Ant;0
3269665;N06;;0
3269688;C10;;0
3269872;R03;;0
3269932;N05;;0
3270059;C03;;0
3270119;C03;;0
3270214;R06;;0
3270266;C09;;0
3270289;C09;;0
3270361;N02;;0
3270817;J05;;0
3270898;C09;;0
3270906;C09;;0
3271082;M01;;0
3387471;J01;Ant;0
3387488;J01;Ant;0
3387494;J01;Ant;0
3387614;A03;;0
3387620;A03;;0
3387695;A11;;0
3387726;A12;;0
3365469;J01;Ant;0
3365587;INC;;0
3365593;S01;;0
3365601;S01;;0
3365618;S01;;0
3366109;S01;;0
3366173;G04;;0
3366210;INC;;0
3366227;R05;;0
3366262;S01;;0
3366291;B01;;0
3366581;M01;;0
3366635;A06;;0
3366664;S01;;0
3366693;R03;;0
3367037;R03;;0
3494965;L02;;0
3495137;N02;;0
3495605;L03;;0
3495628;L03;;0
3495752;G03;;0
3495829;C09;;0
3495835;C09;;0
3495841;C09;;0
3495858;C09;;0
3496556;J01;Ant;0
3496585;A16;;0
3496591;C03;;0
3496616;C03;;0
3496668;J01;Ant;0
3496674;N05;Psy;0
3496786;C03;;0
3496792;C03;;0
3496800;J01;Ant;0
3397564;A02;;0
3397570;A02;;0
3397587;A02;;0
3397699;C03;;0
3397788;A02;;0
3397831;INC;;0
3397914;A02;;0
3397920;A02;;0
3397937;A02;;0
3398173;A07;;0
3446759;G03;;0
3447291;A02;;0
3447345;A02;;0
3447397;A02;;0
3447434;A02;;0
3447500;J01;Ant;0
3447552;A02;;0
3447569;A02;;0
3447581;A02;;0
3412246;N03;;0
3412269;N03;;0
3412306;J01;Ant;0
3412312;J01;Ant;0
3412329;J01;Ant;0
3412370;C04;;0
3412387;C04;;0
3412447;H02;;0
3412482;D01;;0
3412536;C05;;0
3412542;L02;;0
3412565;L02;;0
3412571;J01;Ant;0
3412594;G03;;0
3412602;N03;;0
3412625;N03;;0
3412648;N03;;0
3412737;S01;;0
3412766;S01;;0
3412967;R01;;0
3412973;J07;;0
3413004;A02;;0
3413010;A02;;0
3413027;G04;;0
3413116;J01;Ant;0
3413122;J01;Ant;0
3413300;J05;;0
3413323;J05;;0
3413352;J05;;0
3413375;J05;;0
3413381;J05;;0
3413501;P01;;0
3413547;A13;;0
3413553;A13;;0
3413613;A02;;0
3413636;A06;;0
3413665;A06;;0
3413820;J05;;0
3413837;N04;;0
3413866;N04;;0
3413889;N04;;0
3413903;N04;;0
3413932;N04;;0
3413955;N04;;0
3414050;M01;;0
3414096;G03;;0
3414268;A10;;0
3414274;A10;;0
3414386;V08;;0
3414392;V08;;0
3414423;C01;;0
3414512;J05;;0
3414529;J05;;0
3414653;A09;;0
3414713;N03;;0
3414736;N03;;0
3414742;L02;;0
3414771;A07;;0
3414877;C09;;0
3414883;C09;;0
3414937;C07;;0
3414966;C07;;0
3414989;C07;;0
3415003;C07;;0
3415032;C07;;0
3415049;C07;;0
3415090;C08;;0
3415115;C07;;0
3415144;S03;;0
3415256;G01;;0
3132021;C10;;0
3132133;M01;;0
3132162;J01;Ant;0
3132328;M01;;0
3132400;D01;;0
3132446;G03;;0
3132529;R02;;0
3133109;B01;;0
3133115;B01;;0
3133658;V01;;0
3135255;J07;;0
3135278;C05;;0
3135433;J07;;0
3135545;V08;;0
3135551;V08;;0
3135752;J01;Ant;0
3135798;H02;;0
3135858;J01;Ant;0
3135901;C05;;0
3137231;N05;;0
3137538;N02;;0
3137544;N02;;0
3137633;N05;;0
3137900;R06;;0
3137981;R03;;0
3138070;R03;;0
3138288;H05;;0
3138414;S01;;0
3138549;D07;;0
3138897;M01;;0
3138905;M01;;0
3138940;A10;;0
3138957;A10;;0
3139023;R01;;0
3139075;J01;Ant;0
3139709;B05;;0
3139715;B05;;0
3139744;B05;;0
3139750;B05;;0
3139767;A10;;0
3298046;C03;;0
3298106;C05;;0
3298129;J01;Ant;0
3298135;J01;Ant;0
3298141;S02;;0
3298158;S02;;0
3298230;J01;Ant;0
3298253;J01;Ant;0
3298431;N03;;0
3298537;N04;;0
3298684;N05;Psy;0
3298916;R06;;0
3298939;C01;;0
3298945;C01;;0
3298997;D01;;0
3299034;INC;;0
3299040;N06;;0
3299063;N06;;0
3299293;R03;;0
3299324;R03;;0
3299353;J04;;0
3299376;N06;;0
3299399;N06;;0
3392035;C03;;0
3392093;C04;;0
3392236;A12;;0
3392325;A02;;0
3392532;J01;Ant;0
3392638;B01;;0
3392756;R01;;0
3392791;M01;;0
3392816;M01;;0
3392851;M01;;0
3392868;M01;;0
3392874;N02;;0
3392928;G02;;0
3392940;N06;;0
3393000;G03;;0
3357487;INC;;0
3357501;A02;;0
3357576;J01;Ant;0
3357599;J01;Ant;0
3357642;J01;Ant;0
3357671;A02;;0
3357694;D01;;0
3357754;C08;;0
3357760;V08;;0
3357777;V08;;0
3357783;J01;Ant;0
3357808;J01;Ant;0
3357814;J01;Ant;0
3357820;J01;Ant;0
3357837;A10;;0
3357843;A10;;0
3357866;A10;;0
3357961;M05;;0
3322589;C07;;0
3322655;B01;;0
3322690;M01;;0
3322709;M01;;0
3322715;J01;Ant;0
3322721;J01;Ant;0
3322738;C08;;0
3322744;C08;;0
3322773;L01;;0
3322796;L01;;0
3322804;L01;;0
3322827;M01;;0
3322833;M01;;0
3322856;D01;;0
3322879;A02;;0
3322891;P01;;0
3322916;A12;;0
3322922;R05;;0
3322945;A03;;0
3323005;INC;;0
3323063;C05;;0
3278210;S01;;0
3278227;S01;;0
3278256;B01;;0
3278285;B01;;0
3278322;B01;;0
3278405;J01;Ant;0
3278457;J01;Ant;0
3278517;D07;;0
3278546;J01;Ant;0
3278753;R03;;0
3278782;R03;;0
3278799;R03;;0
3279066;S02;;0
3279161;A03;;0
3518631;R05;;0
3518648;J05;;0
3518660;J01;Ant;0
3518683;J01;Ant;0
3518890;B05;;0
3518909;B05;;0
3439794;R03;;0
3439802;N05;;0
3439819;N05;;0
3439848;N05;;0
3439854;N02;;0
3439908;N02;;0
3439943;N02;;0
3441093;N02;;0
3441101;INC;;0
3441207;A13;;0
3441213;A13;;0
3441271;INC;;0
3441294;INC;;0
3441302;INC;;0
3441319;B05;;0
3441325;B05;;0
3441331;B05;;0
3441785;R05;;0
3441874;A02;;0
3525364;R05;;0
3525401;L02;;0
3525418;N07;;0
3525476;B01;;0
3525536;A10;;0
3525542;N05;Psy;0
3525559;N05;Psy;0
3525571;L03;;0
3525602;L03;;0
3525625;L03;;0
3525654;L03;;0
3525677;L03;;0
3408948;A01;;0
3408954;A01;;0
3409014;G03;;0
3409037;G03;;0
3409043;G03;;0
3409066;G03;;0
3409072;G03;;0
3409089;G03;;0
3409095;G03;;0
3409327;S01;;0
3409362;S01;;0
3409511;V07;;0
3409528;V07;;0
3409534;V07;;0
3409563;A12;;0
3409586;A12;;0
3409592;A02;;0
3409600;A02;;0
3409675;A02;;0
3409698;A02;;0
3409712;A02;;0
3409729;N05;Psy;0
3409735;N05;Psy;0
3409741;J01;Ant;0
3409764;C03;;0
3409770;C03;;0
3409787;C03;;0
3409793;A02;;0
3512545;C03;;0
3512551;C03;;0
3512568;C03;;0
3512574;A03;;0
3512611;N06;;0
3512657;N06;;0
3512746;J05;;0
3512752;J05;;0
3512775;J01;Ant;0
3512806;J01;Ant;0
3512812;J01;Ant;0
3512829;J01;Ant;0
3512841;C04;;0
3513059;N02;;0
3513088;N05;Psy;0
3513094;N05;Psy;0
3513119;C09;;0
3513125;C09;;0
3513131;C09;;0
3513378;D01;;0
3513409;D01;;0
3513415;D01;;0
3513421;D01;;0
3513496;L02;;0
3513556;N02;;0
3513639;C07;;0
3513645;C07;;0
3513668;M04;;0
3513674;M01;;0
3513680;M01;;0
3513734;J07;;0
3513786;A10;;0
3513800;A10;;0
3513823;A10;;0
3513852;A10;;0
3513869;A10;;0
3513875;A10;;0
3513881;A10;;0
3513898;A10;;0
3398351;V08;;0
3398368;V08;;0
3398380;A06;;0
3398405;A06;;0
3398428;N05;;0
3398434;N07;;0
3398598;M01;;0
3398612;M01;;0
3398635;INC;;0
3399095;C05;;0
3399103;V08;;0
3399126;V08;;0
3399132;V08;;0
3399149;V08;;0
3399238;A05;;0
3399385;A04;;0
3399439;J01;Ant;0
3399445;C02;;0
3399451;C02;;0
3399468;C02;;0
3399474;C02;;0
3399480;C04;;0
3399497;C03;;0
3399505;C03;;0
3399511;C08;;0
3399528;C08;;0
3399534;C08;;0
3399540;N05;Psy;0
3399563;J01;Ant;0
3399586;J01;Ant;0
3399592;J01;Ant;0
3399623;J01;Ant;0
3399646;J01;Ant;0
3399649;J01;Ant;0
3399712;R05;;0
3399818;G04;;0
3399824;G04;;0
3399830;S01;;0
3399876;INC;;0
3399971;J01;Ant;0
3399994;J01;Ant;0
3400013;J01;Ant;0
3400059;J01;Ant;0
3400071;N01;;0
3400102;A06;;0
3400125;J01;Ant;0
3400183;S01;;0
3400355;C08;;0
3400390;N02;;0
3400415;N07;;0
3400421;N07;;0
3400438;C08;;0
3574888;J01;Ant;0
3574894;J01;Ant;0
3575066;P02;;0
3575095;R03;;0
3575103;R03;;0
3575480;L01;;0
3575592;J01;Ant;0
3575646;V08;;0
3575729;C10;Sta;0
3575787;J01;Ant;0
3575793;J01;Ant;0
3575965;J05;;0
3575971;C09;;0
3575994;M02;;0
3576019;C10;;0
3576025;S01;;0
3553107;N02;;0
3553113;G03;;0
3553165;N02;;0
3553194;INC;;0
3553202;INC;;0
3553219;INC;;0
3553283;A02;;0
3553308;A02;;0
3553314;A02;;0
3553320;A02;;0
3415581;C05;;0
3415894;M02;;0
3415960;R05;;0
3416451;C07;;0
3416468;N07;;0
3416474;A02;;0
3416563;A04;;0
3416741;J07;;0
3416787;C01;;0
3416847;M01;;0
3496817;C03;;0
3496912;M01;;0
3496958;C03;;0
3496993;A02;;0
3497099;N07;;0
3497159;N06;;0
3497194;N06;;0
3497277;N06;;0
3497320;N06;;0
3497343;N06;;0
3497395;A03;;0
3497403;L03;;0
3497478;L03;;0
3497490;L03;;0
3497550;H01;;0
3497567;L03;;0
3497610;L03;;0
3385029;L03;;0
3385035;L03;;0
3385124;D07;;0
3385130;S01;;0
3385207;C09;;0
3385242;C09;;0
3385319;J05;;0
3385360;A12;;0
3385532;M05;;0
3385578;J01;Ant;0
3385590;J01;Ant;0
3385609;J01;Ant;0
3385644;J01;Ant;0
3385704;J01;Ant;0
3385762;J01;Ant;0
3385822;J01;Ant;0
3385868;J01;Ant;0
3385880;J01;Ant;0
3385905;J01;Ant;0
3385992;J01;Ant;0
3386017;J01;Ant;0
3386098;V08;;0
3386187;S01;;0
3386276;B03;;0
3386336;D07;;0
3386342;D01;;0
3386359;D01;;0
3461693;J05;;0
3461718;J05;;0
3462422;A07;;0
3462451;INC;;0
3462528;INC;;0
3462994;J01;Ant;0
3463002;L04;;0
3463019;L04;;0
3463025;L04;;0
3463031;L04;;0
3463048;L04;;0
3463054;L04;;0
3463060;L04;;0
3463077;L04;;0
3463315;L04;;0
3401219;C08;;0
3401225;B01;;0
3401260;C08;;0
3401314;C08;;0
3401679;B05;;0
3401739;B05;;0
3401745;B05;;0
3401751;B05;;0
3401768;B05;;0
3441897;C08;;0
3441928;A02;;0
3441934;A02;;0
3441940;J01;Ant;0
3442313;C03;;0
3442336;M01;;0
3442402;A06;;0
3442477;A07;;0
3442483;J01;Ant;0
3442537;C09;;0
3442543;C09;;0
3442566;C09;;0
3442603;C01;;0
3442655;C07;;0
3442738;N05;;0
3442744;S01;;0
3442804;A12;;0
3442827;N03;;0
3442856;N06;;0
3442997;S01;;0
3443005;C09;;0
3443057;A10;;0
3443100;C01;;0
3443212;C01;;0
3443264;C01;;0
3443293;C01;;0
3443330;J01;Ant;0
3443347;J01;Ant;0
3443353;J01;Ant;0
3443376;J01;Ant;0
3443382;J01;Ant;0
3443399;J01;Ant;0
3443614;C08;;0
3443726;J01;Ant;0
3443732;J01;Ant;0
3443761;A03;;0
3443815;L01;;0
3443821;L01;;0
3443873;R03;;0
3443910;A02;;0
3443927;A02;;0
3444200;C03;;0
3444447;M02;;0
3533429;J01;Ant;0
3533435;J01;Ant;0
3533441;J01;Ant;0
3533458;J01;Ant;0
3533464;J01;Ant;0
3533487;J01;Ant;0
3533493;J01;Ant;0
3533501;J01;Ant;0
3533518;J01;Ant;0
3533524;J01;Ant;0
3533530;J01;Ant;0
3533547;J01;Ant;0
3533553;J01;Ant;0
3533576;J01;Ant;0
3533636;N02;;0
3533642;N02;;0
3533665;N02;;0
3533702;J01;Ant;0
3533719;J01;Ant;0
3533725;J01;Ant;0
3533731;J01;Ant;0
3533748;J01;Ant;0
3533754;J01;Ant;0
3533760;J01;Ant;0
3533777;J01;Ant;0
3533783;J01;Ant;0
3533808;J01;Ant;0
3533814;J01;Ant;0
3533820;J01;Ant;0
3533837;J01;Ant;0
3533843;J01;Ant;0
3533866;J01;Ant;0
3513906;A10;;0
3513935;A10;;0
3500329;B03;;0
3500341;B03;;0
3500364;B03;;0
3500370;INC;;0
3500387;INC;;0
3500393;INC;;0
3500507;A12;;0
3500660;H03;;0
3500683;H03;;0
3500714;H03;;0
3500737;H03;;0
3500766;H03;;0
3501168;J05;;0
3501174;J05;;0
3501300;D08;;0
3501346;G03;;0
3501582;J01;Ant;0
3501613;J01;Ant;0
3501636;J01;Ant;0
3501665;J01;Ant;0
3501671;J01;Ant;0
3501688;J01;Ant;0
3501694;J01;Ant;0
3501777;J01;Ant;0
3501866;N02;;0
3501872;C01;;0
3501903;C07;;0
3501978;A03;;0
3501984;A03;;0
3502050;A10;;0
3502067;A10;;0
3502073;C07;;0
3502096;C07;;0
3502104;C09;;0
3502127;C09;;0
3518915;B05;;0
3518996;B05;;0
3519004;B05;;0
3519205;C03;;0
3519292;J01;Ant;0
3519375;M01;;0
3519381;N02;;0
3519412;N02;;0
3519671;J05;;0
3519694;J05;;0
3519702;N02;;0
3519719;J05;;0
3519725;J05;;0
3519731;J05;;0
3519990;M01;;0
3520007;A02;;0
3520013;V08;;0
3520042;V08;;0
3520088;V08;;0
3520125;V08;;0
3520183;V08;;0
3520214;V08;;0
3520237;V08;;0
3520289;V08;;0
3520332;V08;;0
3520390;V08;;0
3520533;G04;;0
3520562;G04;;0
3520823;N07;;0
3520846;S01;;0
3520964;V08;;0
3520987;V08;;0
3521001;V08;;0
3521030;N03;;0
3521053;N03;;0
3521076;N03;;0
3521113;A07;;0
3521142;A07;;0
3521248;R05;;0
3521395;G03;;0
3521426;G03;;0
3553337;A02;;0
3553343;A02;;0
3553366;A02;;0
3553372;A02;;0
3553389;A02;;0
3553395;A02;;0
3553432;C10;Sta;0
3553478;C10;Sta;0
3553490;B05;;0
3553509;B05;;0
3553515;B05;;0
3553538;A10;;0
3553573;A10;;0
3553633;A10;;0
3553662;N06;;0
3553685;N06;;0
3553691;N06;;0
3553716;N05;;0
3553722;N06;;0
3553739;C10;;0
3553917;C07;;0
3553923;C07;;0
3553952;A03;;0
3553969;N05;Psy;0
3553975;N07;;0
3554012;L01;;0
3554029;A12;;0
3554035;A12;;0
3554176;J01;Ant;0
3554199;J01;Ant;0
3554727;J01;Ant;0
3554779;J01;Ant;0
3554785;J01;Ant;0
3552869;S01;;0
3553018;H01;;0
3553024;H01;;0
3553030;S01;;0
3553076;L01;;0
3564128;N02;;0
3564186;J01;Ant;0
3564252;J01;Ant;0
3564281;J01;Ant;0
3564329;J01;Ant;0
3564341;J01;Ant;0
3564370;J01;Ant;0
3564418;C07;;0
3564588;A12;;0
3564594;A12;;0
3564602;A12;;0
3564619;J01;Ant;0
3564631;L02;;0
3564648;L02;;0
3564683;N06;;0
3564708;N06;;0
3565062;S01;;0
3565091;N06;;0
3565151;S01;;0
3565197;A10;;0
3565228;J01;Ant;0
3565234;J01;Ant;0
3565240;A06;;0
3565257;A06;;0
3565263;C10;;0
3565286;C08;;0
3565317;A11;;0
3565346;A11;;0
3565352;C09;;0
3565369;C09;;0
3565375;C09;;0
3565576;R06;;0
3565607;R06;;0
3565642;J01;Ant;0
3565659;J01;Ant;0
3565702;W99;;0
3565719;B05;;0
3565820;R03;;0
3565843;R03;;0
3401774;B05;;0
3401828;INC;;0
3573630;N06;;0
3573699;N06;;0
3573713;N06;;0
3573736;N06;;0
3573788;N06;;0
3573802;N06;;0
3573819;N06;;0
3573854;J01;Ant;0
3573860;J01;Ant;0
3573966;C04;;0
3573989;N06;;0
3574032;H02;;0
3574049;H02;;0
3574055;H02;;0
3574078;M01;;0
3574115;M01;;0
3574167;C07;;0
3574204;C07;;0
3574256;N02;;0
3574262;N02;;0
3574279;C04;;0
3574291;N06;;0
3574322;N06;;0
3574339;N06;;0
3574374;C04;;0
3574380;J01;Ant;0
3574397;J01;Ant;0
3574405;J01;Ant;0
3493121;B03;;0
3493173;B03;;0
3493196;B03;;0
3493204;B03;;0
3493262;A10;;0
3493285;A10;;0
3493322;A10;;0
3493345;A10;;0
3493374;A10;;0
3493397;A10;;0
3493428;A10;;0
3493440;A10;;0
3493486;A10;;0
3493500;A10;;0
3493552;A10;;0
3493569;B03;;0
3493575;B03;;0
3493670;H02;;0
3493687;H02;;0
3494184;M05;;0
3494190;M05;;0
3494209;M05;;0
3494451;A10;;0
3554816;J01;Ant;0
3554822;J01;Ant;0
3554839;J01;Ant;0
3554868;C10;;0
3554897;C10;;0
3555046;C10;;0
3555075;C10;;0
3555129;C10;;0
3555158;C10;;0
3555299;C10;;0
3555336;C10;;0
3555365;R05;;0
3555419;C01;;0
3555425;C01;;0
3555431;C01;;0
3555460;R05;;0
3555514;C01;;0
3555520;C01;;0
3555537;C01;;0
